iter	F1	Logloss
135	0.60795613	0.5553564147
136	0.6083817388	0.5552440934
137	0.608182145	0.5551475742
138	0.6077565679	0.5550198165
139	0.608182145	0.5549278933
140	0.6076568359	0.5548598768
141	0.6087070578	0.5547569936
142	0.6089067485	0.5546296148
143	0.6085814636	0.5545481304
144	0.6091065702	0.5544419044
145	0.6097556967	0.5537186598
146	0.611548083	0.5535650572
147	0.6109257429	0.5534506548
148	0.6107259634	0.5533803258
149	0.6116701503	0.5532338645
150	0.6114926017	0.5531422171
151	0.6139922505	0.5530635567
152	0.6155472078	0.5529197562
153	0.6164655356	0.5528312958
154	0.6164817479	0.5527854095
155	0.6171141199	0.5524913154
156	0.6167981546	0.5523984596
157	0.6170140284	0.5522832361
158	0.6173295718	0.5522051958
159	0.6172295313	0.5521359157
160	0.6170295477	0.5519901807
161	0.6165140575	0.5519151459
162	0.6174446644	0.5512961074
163	0.6179593409	0.5511822622
164	0.6187873875	0.5510072405
165	0.6179737122	0.5509401699
166	0.6192136341	0.5508305026
167	0.6181876905	0.5507626273
168	0.6179880497	0.5506482975
169	0.6200380497	0.5505030172
170	0.6197260349	0.5504323749
171	0.6207496964	0.5503126567
172	0.6208607125	0.5502153639
173	0.6202496966	0.5501480198
174	0.6204495998	0.5500431691
175	0.6203496321	0.5499440697
176	0.6201497933	0.5498565251
177	0.6199500832	0.5497175145
178	0.6213817045	0.5496515996
179	0.6213817045	0.549578532
180	0.6214816469	0.5494710752
181	0.6221914842	0.5492328449
182	0.6220009622	0.5488388216
183	0.6230181641	0.5487176469
184	0.6237338107	0.5486187957
185	0.6245476947	0.5485670092
186	0.6239410668	0.5484807904
187	0.6240410013	0.5483842072
188	0.6247477484	0.5482888376
189	0.6246477055	0.5481620778
190	0.6263704637	0.5471763504
191	0.6282869529	0.5471070681
192	0.6282869529	0.5469687205
193	0.6286898957	0.5468780043
194	0.6290924147	0.5464811357
195	0.6282869529	0.5463764343
196	0.630197214	0.5463269869
197	0.6300968386	0.5463006022
198	0.6306989173	0.5461754237
199	0.6296951429	0.5459103477
200	0.629795904	0.545799436
201	0.6303974549	0.5457330481
202	0.6299966582	0.5456906018
203	0.628993488	0.5453926391
204	0.6282912527	0.5453137215
205	0.6284913518	0.5452366782
206	0.6290936287	0.5451653889
207	0.630197144	0.5450583249
208	0.6311990192	0.5449610576
209	0.6311990192	0.5448892611
210	0.6313998046	0.5448185645
211	0.6309993621	0.5447233214
212	0.6315990197	0.5446491902
213	0.6322998921	0.54455653
214	0.6326990869	0.5444517414
215	0.6320989994	0.544419876
216	0.6328969279	0.5442785253
217	0.6331983792	0.5441798543
218	0.6331983792	0.5441253339
219	0.6331983792	0.5440188992
220	0.6319986009	0.5439456833
221	0.6318982342	0.5438934414
222	0.6316975966	0.5438172523
223	0.632297386	0.5435759504
224	0.6318961948	0.5435242451
225	0.6317959765	0.5434204293
226	0.6318961948	0.5433819174
227	0.6319964448	0.5433298071
228	0.6325957635	0.5432721816
229	0.6324954391	0.5431953077
230	0.6325957635	0.5431134471
231	0.6324954391	0.5430771414
232	0.6324954391	0.5430395436
233	0.6328937343	0.5429613424
234	0.632793431	0.5428981956
235	0.6333919588	0.5427251655
236	0.6329940694	0.5426476177
237	0.6333919588	0.5425910019
238	0.6342868889	0.5425301488
239	0.6348844557	0.5424078668
240	0.6351802336	0.5422871418
241	0.6357770876	0.5422255593
242	0.6356765631	0.5421642097
243	0.6356765631	0.5421184647
244	0.6354756095	0.5420246012
245	0.6349793639	0.5419806359
246	0.6356765631	0.5418742274
247	0.636768748	0.5417914484
248	0.6366681399	0.5417263915
249	0.6375576168	0.5416481413
250	0.637356393	0.5412590768
251	0.6390400036	0.5411871035
252	0.6389392516	0.540500216
253	0.6388385313	0.5403434986
254	0.6400151081	0.5402129537
255	0.639522616	0.5401205255
256	0.6382441963	0.5400535407
257	0.6397240626	0.5398750891
258	0.6387378427	0.5397916147
259	0.6398137062	0.5385649745
260	0.6396124309	0.5384820281
261	0.6405072438	0.5384006134
262	0.6413896079	0.5383326477
263	0.6419815161	0.5382283526
264	0.6417797874	0.5381386949
265	0.6417797874	0.5380066954
266	0.6421695625	0.5379071803
267	0.6431496839	0.5378433834
268	0.6444151922	0.5375307366
269	0.6425447177	0.5374922432
270	0.6429332483	0.5373428451
271	0.6429332483	0.5373067774
272	0.6425305341	0.5371975923
273	0.6430192681	0.5371365891
274	0.6435076504	0.5369747847
275	0.644483361	0.5369050755
276	0.6441811745	0.5368525137
277	0.6440805086	0.5367360366
278	0.6441651691	0.5366419745
279	0.6446518291	0.5365457606
280	0.6438636171	0.5364853032
281	0.6428894877	0.5364232216
282	0.6442496632	0.5363297838
283	0.6438636171	0.5362521234
284	0.6451381399	0.5361189094
285	0.645606491	0.5360153383
286	0.6454054207	0.535961103
287	0.6458725282	0.5358936692
288	0.6476255579	0.5357860027
289	0.6475249356	0.5357128915
290	0.6475249356	0.5356713767
291	0.6476255579	0.53543917
292	0.648289562	0.5353243443
293	0.6488726106	0.5352183613
294	0.6494554241	0.5351324514
295	0.6495562023	0.5350588488
296	0.6491748289	0.534951823
297	0.6500380024	0.5348564446
298	0.6499371854	0.5347938221
299	0.6515580721	0.5347079723
300	0.6509769904	0.5345808364
301	0.6510777983	0.534499803
302	0.6515580721	0.5343828307
303	0.6519371194	0.5342587945
304	0.6520380041	0.5341854216
305	0.6515580721	0.5340696293
306	0.6507754682	0.5339728975
307	0.6504734189	0.5338176271
308	0.650674754	0.5337293886
309	0.6516346525	0.532784772
310	0.6516346525	0.5326978638
311	0.6517354436	0.5326416031
312	0.651154874	0.5325632566
313	0.6517354436	0.5325109116
314	0.6519371194	0.5324318952
315	0.6524166716	0.5323159065
316	0.6524166716	0.5322144134
317	0.65213892	0.5321301612
318	0.65213892	0.5320160921
319	0.6533747531	0.5318759135
320	0.653273785	0.5317904135
321	0.6533747531	0.5316452497
322	0.6536513021	0.5315547952
323	0.6536513021	0.5314611232
324	0.6536513021	0.5313254658
325	0.6546071909	0.5312132669
326	0.6546071909	0.5311131247
327	0.6547082418	0.5310329571
328	0.6555617234	0.5308992266
329	0.6553595643	0.5300631574
330	0.6558362475	0.5299134111
331	0.6577086265	0.5297864754
332	0.6577086265	0.5297107212
333	0.658183102	0.5296712279
334	0.658556066	0.5295825879
335	0.6578097595	0.5294555712
336	0.6589286521	0.5293304074
337	0.6597057995	0.5292304559
338	0.6591997039	0.5291319206
339	0.6582527238	0.5290097543
340	0.6586252919	0.5288686375
341	0.6586252919	0.5288149681
342	0.6587953861	0.528718926
343	0.658997483	0.5286129114
344	0.658896419	0.5285463123
345	0.6592682276	0.5276231238
346	0.6591671887	0.5274790886
347	0.6598418424	0.527407033
348	0.6603140544	0.5272734362
349	0.6598086475	0.5271543944
350	0.6602803437	0.527090388
351	0.6606506462	0.5269819692
352	0.6615923074	0.5268848772
353	0.6615923074	0.5267788158
354	0.6609195387	0.5266815852
355	0.6610870977	0.526564595
356	0.6611880779	0.5265080974
357	0.6622292093	0.5264104996
358	0.6621281257	0.5262812958
359	0.6618603925	0.5261608332
360	0.6618603925	0.5260543549
361	0.6623303238	0.525949072
362	0.6624314692	0.5258762999
363	0.6625326455	0.525712284
364	0.6633704146	0.525612756
365	0.6643080426	0.5255363282
366	0.664206753	0.5254345836
367	0.6644093632	0.525331735
368	0.6644093632	0.5253038608
369	0.6653457484	0.525167234
370	0.6654471715	0.5250750945
371	0.6652443562	0.524773171
372	0.6645107146	0.5246705949
373	0.6649791073	0.5238544499
374	0.6653457484	0.5237821157
375	0.6658134488	0.5237243808
376	0.6668493969	0.5236206252
377	0.6669509579	0.5234889784
378	0.667680977	0.5233980293
379	0.6690781959	0.5232736666
380	0.66897652	0.5231822767
381	0.668612782	0.5230898165
382	0.668612782	0.5230458469
383	0.6680454371	0.5229623965
384	0.6679438625	0.5229133832
385	0.6683079526	0.5228584364
386	0.6683079526	0.5227775341
387	0.6683079526	0.5227297842
388	0.6684095315	0.5226740413
389	0.668874875	0.5226198531
390	0.6684095315	0.5225256962
391	0.6687732609	0.5224384456
392	0.6704724872	0.5223513609
393	0.6704724872	0.5222606718
394	0.6692816404	0.5221357633
395	0.6712422354	0.5220210787
396	0.6724840536	0.5219199749
397	0.6726878706	0.5218300804
398	0.6725859467	0.5217824757
399	0.6736124766	0.5217114568
400	0.6725859467	0.5216046516
401	0.6722250841	0.5215209048
402	0.6717619747	0.521439337
403	0.67166012	0.5207131073
404	0.6728445519	0.5206311537
405	0.6725859467	0.520510786
406	0.6735104837	0.5204151991
407	0.6745848972	0.5202699571
408	0.6742784442	0.52017286
409	0.676634381	0.5200386893
410	0.6761736061	0.5199326076
411	0.6752510929	0.5198219074
412	0.6751488147	0.51949562
413	0.6755079162	0.5194379721
414	0.6754056657	0.5193827994
415	0.676583071	0.5192464405
416	0.6762763836	0.5191267854
417	0.676480811	0.5190368592
418	0.676583071	0.5189585148
419	0.6766853619	0.5189127387
